timestamp,idealLinearSpeed,measuredLinVel
82243.460726,0,0
82243.465991,0.01737133599817752838,0
82243.471272,0.03474267199635505676,0.00297592254355549812
82243.477042,0.05211400985717773438,0.01368522830307483673
82243.48235,0.06948534399271011353,0.02915422432124614716
82243.487563,0.08685667812824249268,0.04640810936689376831
82243.492929,0.10422801226377487183,0.06485536694526672363
82243.498267,0.12159934639930725098,0.08567901700735092163
82243.503509,0.13897068798542022705,0.107097625732421875
82243.508808,0.15634202957153320313,0.12673135101795196533
82243.51419,0.1737133711576461792,0.14458353817462921143
82243.519434,0.19108471274375915527,0.1624323725700378418
82243.524829,0.20845605432987213135,0.18087619543075561523
82243.530403,0.22582739591598510742,0.19813007116317749023
82243.535648,0.2431987375020980835,0.21538394689559936523
82243.54103,0.26057007908821105957,0.23323614895343780518
82243.546293,0.2779414057731628418,0.25108498334884643555
82243.552339,0.29531273245811462402,0.26893383264541625977
82243.557704,0.31268405914306640625,0.28678268194198608398
82243.562158,0.33005538582801818848,0.30403655767440795898
82243.567416,0.3474267125129699707,0.3218854367733001709
82243.572758,0.36479803919792175293,0.33854746818542480469
82243.578081,0.38216936588287353516,0.35461142659187316895
82243.58422,0.39954069256782531738,0.36948543787002563477
82243.589266,0.40000000596046447754,0.38138467073440551758
82243.594392,0.40000000596046447754,0.38850414752960205078
82243.599607,0.40000000596046447754,0.39266887307167053223
82243.604804,0.40000000596046447754,0.39445409178733825684
82243.610128,0.40000000596046447754,0.39504906535148620605
82243.615482,0.40000000596046447754,0.39504906535148620605
82243.620744,0.40000000596046447754,0.39564400911331176758
82243.626119,0.40000000596046447754,0.3962389826774597168
82243.631314,0.40000000596046447754,0.3974291384220123291
82243.636579,0.40000000596046447754,0.39921399950981140137
82243.64228,0.40000000596046447754,0.39980897307395935059
82243.647691,0.40000000596046447754,0.4015941917896270752
82243.653782,0.40000000596046447754,0.40218901634216308594
82243.658768,0.40000000596046447754,0.40278410911560058594
82243.663542,0.40000000596046447754,0.40337905287742614746
82243.668782,0.40000000596046447754,0.40337905287742614746
82243.674156,0.40000000596046447754,0.40337905287742614746
82243.679583,0.40000000596046447754,0.40337905287742614746
82243.68498,0.40000000596046447754,0.40278398990631103516
82243.689935,0.40000000596046447754,0.40278398990631103516
82243.695704,0.40000000596046447754,0.40218901634216308594
82243.700978,0.40000000596046447754,0.40218901634216308594
82243.706351,0.40000000596046447754,0.40278398990631103516
82243.71162,0.40000000596046447754,0.40218889713287353516
82243.716851,0.40000000596046447754,0.40278387069702148438
82243.722106,0.40000000596046447754,0.40337884426116943359
82243.727436,0.40000000596046447754,0.40278387069702148438
82243.732787,0.40000000596046447754,0.40337884426116943359
82243.737932,0.40000000596046447754,0.40337884426116943359
82243.743348,0.40000000596046447754,0.40337884426116943359
82243.749064,0.40000000596046447754,0.40337884426116943359
82243.755544,0.40000000596046447754,0.40397381782531738281
82243.759981,0.40000000596046447754,0.40337884426116943359
82243.764977,0.40000000596046447754,0.40278378129005432129
82243.770243,0.40000000596046447754,0.40218883752822875977
82243.775516,0.40000000596046447754,0.40278378129005432129
82243.780764,0.40000000596046447754,0.40278378129005432129
82243.786006,0.40000000596046447754,0.40218880772590637207
82243.791443,0.40000000596046447754,0.40159374475479125977
82243.796694,0.40000000596046447754,0.40218871831893920898
82243.80209,0.40000000596046447754,0.40159374475479125977
82243.807767,0.40000000596046447754,0.4027836918830871582
82243.812923,0.40000000596046447754,0.40218871831893920898
82243.818357,0.40000000596046447754,0.40159362554550170898
82243.823627,0.40000000596046447754,0.40159362554550170898
82243.828874,0.40000000596046447754,0.40159362554550170898
82243.834113,0.40000000596046447754,0.40099868178367614746
82243.839394,0.40000000596046447754,0.40099868178367614746
82243.844895,0.40000000596046447754,0.40040361881256103516
82243.850111,0.40000000596046447754,0.39980864524841308594
82243.855914,0.40000000596046447754,0.40040361881256103516
82243.861006,0.40000000596046447754,0.39980864524841308594
82243.866557,0.40000000596046447754,0.40040358901023864746
82243.876418,0.40000000596046447754,0.40040358901023864746
82243.887322,0.40000000596046447754,0.40040358901023864746
82243.891925,0.40000000596046447754,0.40040358901023864746
82243.892136,0.38262867927551269531,0.39980664849281311035
82243.89548,0.36525735259056091309,0.39683184027671813965
82243.901949,0.34788602590560913086,0.38731244206428527832
82243.903468,0.33051469922065734863,0.37303334474563598633
82243.909042,0.31314337253570556641,0.35518115758895874023
82243.914647,0.29577204585075378418,0.33554741740226745605
82243.919662,0.27840071916580200195,0.31472375988960266113
82243.92509,0.26102939248085021973,0.29390007257461547852
82243.930388,0.24365805089473724365,0.27188241481781005859
82243.935894,0.22628670930862426758,0.24808840453624725342
82243.941196,0.2089153677225112915,0.22309537231922149658
82243.946264,0.19154402613639831543,0.19810698926448822021
82243.951523,0.17417268455028533936,0.17490349709987640381
82243.956825,0.15680134296417236328,0.15407592058181762695
82243.962086,0.13943000137805938721,0.13563558459281921387
82243.967665,0.12205866724252700806,0.11897355318069458008
82243.973473,0.10468733310699462891,0.10290959477424621582
82243.980797,0.08731599897146224976,0.08565571904182434082
82243.984454,0.06994466483592987061,0.0684018358588218689
82243.988867,0.05257333070039749146,0.05292993411421775818
82243.994178,0.0352019965648651123,0.03865086287260055542
82243.999442,0.01783066056668758392,0.02318186499178409576
82244.004748,0.00045932456851005554,0.00771286897361278534
82244.010057,0,-0.00536309881135821342
82244.015362,0,-0.01366600580513477325
82244.020681,0,-0.01842569746077060699
82244.026347,0,-0.02021058276295661926
82244.031588,0,-0.02080565504729747772
82244.03798,0,-0.02080565504729747772
82244.042825,0,-0.01961573027074337006
82244.047586,0,-0.01842580735683441162
82244.052874,0,-0.01842580735683441162
82244.058176,0,-0.01783073507249355316
82244.063543,0,-0.01664081215858459473
82244.069058,0,-0.01604584977030754089
82244.074058,0,-0.01545088831335306168
82244.079816,0,-0.01366600394248962402
82244.085026,0,-0.01188078522682189941
82244.090257,0,-0.01069086231291294098
82244.095575,0,-0.00950094033032655716
82244.100833,0,-0.00831101834774017334
82244.106178,0,-0.0071210949681699276
82244.11154,0,-0.00593094900250434875
82244.116746,0,-0.00474102655425667763
82244.122004,0,-0.00355110364034771919
82244.127388,0,-0.00295614195056259632
82244.132679,0,-0.00236118072643876076
82244.138536,0,-0.00236118072643876076
82244.143729,0,-0.00236118072643876076
82244.148804,0,-0.00117125792894512415
82244.154131,0,-0.00117125792894512415
82244.159585,0,-0.00117125792894512415
82244.164966,0,-0.00117125792894512415
82244.170223,0,-0.00117125792894512415
82244.175454,0,-0.00117125792894512415
82244.18083,0,-0.00117125792894512415
82244.186186,0,0